clean_pred,glitch_pred,prediction_changed,snapshot_available,glitched_source,snapshot_error,logit_l1_diff,logit_max_abs_diff,margin_clean,margin_glitch,margin_drop,trigger_start,trigger_stop,width,offset,ext_offset,attempts,valid_packet_attempts,valid_snapshot_attempts,fw_relu_summary_valid,fw_n_violations,fw_n_violations_in_window,fw_max_abs_relu_error,fw_first_bad_neuron,fw_max_abs_z1_delta_to_baseline,z1_drift_max,a1_max_diff,violations_total,violations_in_window,violations_outside_window,neg_not_zeroed,pos_unexpectedly_zeroed,finite_wrong_value,relu_only_hint
9,4,True,True,snapshot,,10.313058853149414,4.219326019287109,0.17757368087768555,0.4418659210205078,-0.26429224014282227,16,24,3.0,10.0,61,1,1,1,True,1,1,3.9165234565734863,16,0.0,0.0,3.9165234565734863,1,1,0,1,0,0,True
